trade_date,stock_code,Inventory_Turnover,TotalAsset_Turnover,CurrentAsset_Turnover,Capital_Fixed_Ratio,total_mv,log_mv,Inventory_Turnover_neutral,TotalAsset_Turnover_neutral,CurrentAsset_Turnover_neutral,Capital_Fixed_Ratio_neutral
2023-06-30,600872.0,1.1075,-0.709793929,-0.704416225,1.414210154,2889398.1201,14.876558775457701,-1.444230636527739,0.002390303809668759,-0.0019746605381067983,0.009800372776763489
2023-06-30,600873.0,3.0231,-0.71585263,-0.698324725,1.414177355,2628479.5091,14.781916103548328,0.4293427828289249,-0.0008072212300771486,0.0072383693203998956,0.14730943333344415
2023-06-30,600887.0,3.047,-0.711276543,-0.702928807,1.4142053499300336,18029787.2638,16.707535796097133,1.3083244248053068,-0.05444522161539789,-0.0608770151941298,-2.6511181517495386
2023-06-30,601118.0,4.0753,-0.711807245,-0.702395878,1.4142031238091295,1917183.6531,14.466367819786447,1.3414218930987225,0.012777615114486052,0.013574714013474876,0.6059137360420397
2023-06-30,603156.0,2.1695,-0.709283448,-0.704927878,1.414211326618363,3125769.192,14.955190952304804,-0.3473136011698372,0.0005236277666722522,-0.005079780976374404,-0.10447265678395601
2023-06-30,603288.0,3.9475,-0.711246326,-0.702959143,1.4142054686401293,26051413.5486,17.075582587593583,2.3722575554565433,-0.06554155684425567,-0.07304636867753167,-3.185991352706133
2023-06-30,603345.0,1.5782,-0.712526683,-0.701672996,1.4141996791443965,4305559.3258,15.275417612096705,-0.7964152537396474,-0.012400492212002123,-0.012386700116006955,-0.5698618065919476
2023-06-30,603369.0,0.3864,-0.710529619,-0.703678412,1.4142080305435174,6623760.0,15.706173742506785,-1.7969357084027848,-0.023425768560144,-0.02859942974824925,-1.1958607096031377
2023-06-30,603589.0,0.1718,-0.71055337,-0.703654583,1.414207953443144,2961000.0,14.901037607083728,-2.3690606814574613,0.0008908346260756428,-0.002020385894505705,-0.025776309709792722
2023-06-30,603605.0,1.5289,-0.712321151,-0.701879562,1.4142007133865615,4461476.1714,15.310990249368935,-0.8299190354075077,-0.01327036914280244,-0.013766532330399373,-0.6215576082595167
2023-06-30,605499.0,8.2122,-0.710103064,-0.70410626,1.4142093242438385,6916172.9,15.749373125472824,6.048047206822844,-0.024305189327170074,-0.030452091324166486,-1.2586400131215818
2023-06-30,688363.0,0.6898,-0.714075409,-0.700115186,1.4141905944351434,4294643.2057,15.272879037935851,-1.6859425210656624,-0.013872473682121078,-0.01074516218566357,-0.5661816441184842
2023-06-30,568.0,0.2431,-0.711338661,-0.702866442,1.4142051031717022,30848447.6749,17.244596988569914,-1.2570907029852867,-0.07074342574956716,-0.07852814574880218,-3.431616176287947
2023-09-30,596.0,0.5349,-0.711444162,-0.702760514,1.4142046756940407,,,,,,
2023-09-30,729.0,1.7729,-0.714324458,-0.699864462,1.4141889204914329,,,,,,
2023-09-30,858.0,0.9553,-0.710906206,-0.70330054,1.414206745,,,,,,
2023-09-30,876.0,6.3081,-0.716103195,-0.698072051,1.4141752458393535,,,,,,
2023-09-30,895.0,5.4708,-0.72096272,-0.69315974,1.4141224598472144,,,,,,
2023-09-30,998.0,0.6387,-0.708230129,-0.705982838,1.414212967187127,,,,,,
2023-09-30,2299.0,3.7399,-0.717630169,-0.696530927,1.4141610966670128,,,,,,
2023-09-30,2304.0,0.4288,-0.712214716,-0.701986518,1.4142012332017029,,,,,,
2023-09-30,2311.0,6.6095,-0.725096836,-0.688962844,1.4140596798558327,,,,,,
2023-09-30,2385.0,4.7654,-0.714539205,-0.699648225,1.4141874296724577,,,,,,
2023-09-30,2507.0,1.9214,-0.710041363,-0.704168134,1.4142094971130428,,,,,,
2023-09-30,2557.0,4.1311,-0.711707308,-0.702496256,1.414203563437208,,,,,,
2023-09-30,2568.0,1.2753,-0.711212809,-0.70299279,1.4142055993029004,,,,,,
2023-09-30,2714.0,2.0076,-0.712906183,-0.701291481,1.4141976640109089,,,,,,
2023-09-30,300146.0,2.9222,-0.716434421,-0.697737945,1.4141723659412075,,,,,,
2023-09-30,300498.0,3.1458,-0.714696972,-0.699489334,1.4141863064128894,,,,,,
2023-09-30,300765.0,4.1227,-0.712750825,-0.70144768,1.4141985055046664,,,,,,
2023-09-30,300957.0,0.986,-0.712143095,-0.702058482,1.414201576930224,,,,,,
2023-09-30,300999.0,3.9885,-0.712961942,-0.701235415,1.414197356402712,,,,,,
2023-09-30,301498.0,2.8258,-0.725820511,-0.688226481,1.4140469922501329,,,,,,
2023-09-30,600132.0,3.5002,-0.715146294,-0.699036684,1.414182977372788,,,,,,
2023-09-30,600298.0,2.3004,-0.715560574,-0.698619163,1.414179737350296,,,,,,
2023-09-30,600299.0,3.6235,-0.719214335,-0.694929724,1.4141440588664589,,,,,,
2023-09-30,600519.0,0.2146,-0.711291412,-0.702913879,1.4142052911952678,,,,,,
2023-09-30,600598.0,14.876060000000004,-0.714980982,-0.699203242,1.4141842245519631,,,,,,
2023-09-30,600600.0,5.9144,-0.713082536,-0.701114145,1.4141966809944535,,,,,,
2023-09-30,600737.0,2.3588,-0.71432032,-0.699868629,1.414188948790731,,,,,,
2023-09-30,600809.0,0.6459999999999999,-0.713012091,-0.701184987,1.414197077215082,,,,,,
2023-09-30,600872.0,1.6362,-0.71132753,-0.702877617,1.4142051476561606,,,,,,
2023-09-30,600873.0,5.2834,-0.720254317,-0.693877248,1.4141315651013788,,,,,,
2023-09-30,600887.0,4.7715,-0.71302478,-0.701172226,1.414197006190166,,,,,,
2023-09-30,601118.0,7.3935,-0.715145053,-0.699037934,1.4141829868280629,,,,,,
2023-09-30,603156.0,3.6932,-0.710967282,-0.703239242,1.4142065239811137,,,,,,
2023-09-30,603288.0,5.3517,-0.712985687,-0.701211537,1.4141972245059655,,,,,,
2023-09-30,603345.0,2.4706,-0.714950541,-0.69923391,1.4141844513744404,,,,,,
2023-09-30,603369.0,0.4961,-0.711634978,-0.702568898,1.4142038757061728,,,,,,
2023-09-30,603589.0,0.2446,-0.712513639,-0.701686107,1.4141997459759612,,,,,,
2023-09-30,603605.0,1.7223,-0.714563937,-0.699623318,1.4141872551539914,,,,,,
2023-09-30,605499.0,14.876060000000004,-0.711762167,-0.702441156,1.414203323284162,,,,,,
2023-09-30,688363.0,0.9637,-0.716861204,-0.697307296,1.414168500648808,,,,,,
2023-09-30,568.0,0.3296,-0.713057442,-0.701139381,1.414196823,,,,,,
2023-09-30,596.0,0.6245,-0.712601456,-0.701597836,1.4141992929270757,,,,,,
2023-12-31,729.0,2.2149,-0.716837956,-0.69733076,1.4141687156866325,,,,,,
2023-12-31,858.0,1.2082,-0.711918272,-0.702284353,1.4142026242849612,,,,,,
2023-12-31,876.0,8.8288,-0.717815258,-0.696343973,1.414159230063098,,,,,,
2023-12-31,895.0,6.9057,-0.730298488,-0.683658693,1.413957181045941,,,,,,
2023-12-31,998.0,1.7229,-0.711078405,-0.703127707,1.414206112559496,,,,,,
2023-12-31,2299.0,4.9462,-0.721205225,-0.692914007,1.4141192320076836,,,,,,
2023-12-31,2304.0,0.4471,-0.712173445,-0.702027987,1.4142014318654608,,,,,,
2023-12-31,2311.0,9.4216,-0.727033912,-0.686990668,1.4140245800142046,,,,,,
2023-12-31,2385.0,6.8705,-0.717020809,-0.697146201,1.414167010407647,,,,,,
2023-12-31,2507.0,2.5003,-0.710763149,-0.7034441,1.4142072492529425,,,,,,
2023-12-31,2557.0,3.8227,-0.71401276,-0.700178246,1.4141910062222225,,,,,,
2023-12-31,2568.0,1.6527,-0.712949764,-0.70124766,1.4141974238378718,,,,,,
2023-12-31,2714.0,2.6793,-0.714209366,-0.699980336,1.4141897014077025,,,,,,
2023-12-31,300146.0,3.1002,-0.717570723,-0.696590967,1.414161689227766,,,,,,
2023-12-31,300498.0,4.3781,-0.717597131,-0.696564295,1.4141614264090594,,,,,,
2023-12-31,300765.0,5.922999999999999,-0.714329709,-0.699859176,1.4141888845648505,,,,,,
2023-12-31,300957.0,1.8302,-0.713914388,-0.700277257,1.4141916452698842,,,,,,
2023-12-31,300999.0,4.7562,-0.715019935,-0.699163998,1.4141839330250074,,,,,,
2023-12-31,301498.0,3.9238,-0.732730091,-0.681170138,1.4139002288264335,,,,,,
2023-12-31,600132.0,3.5314,-0.715223866,-0.698958517,1.41418238315018,,,,,,
2023-12-31,600298.0,3.0171,-0.718142968,-0.696012877,1.4141558446767115,,,,,,
2023-12-31,600299.0,4.8293,-0.723901691,-0.690177833,1.414079524097704,,,,,,
2023-12-31,600519.0,0.2784,-0.712660863,-0.701538119,1.4141989822943666,,,,,,
2023-12-31,600598.0,14.876060000000004,-0.719810111,-0.694326918,1.4141370285868913,,,,,,
2023-12-31,600600.0,5.4126,-0.713585912,-0.700607801,1.414193712408251,,,,,,
2023-12-31,600737.0,3.3146,-0.720279154,-0.6938521,1.4141312540267914,,,,,,
2023-12-31,600809.0,0.743,-0.713921983,-0.700269613,1.4141915962581015,,,,,,
2023-12-31,600872.0,2.1037,-0.719889259,-0.69424681,1.4141360689867302,,,,,,
2023-12-31,600873.0,6.3787,-0.72605627,-0.687986479,1.414042749355661,,,,,,
2023-12-31,600887.0,6.2007,-0.714798784,-0.699386785,1.4141855689530376,,,,,,
2023-12-31,601118.0,11.7729,-0.719297576,-0.694845521,1.4141430970699869,,,,,,
2023-12-31,603156.0,4.3613,-0.711234461,-0.702971054,1.4142055150168802,,,,,,
2023-12-31,603288.0,6.3981,-0.714263172,-0.699926166,1.4141893378962689,,,,,,
2023-12-31,603345.0,3.2178,-0.717589847,-0.696571652,1.4141614989705822,,,,,,
2023-12-31,603369.0,0.4912,-0.712237257,-0.701963867,1.414201124008413,,,,,,
2023-12-31,603589.0,0.3188,-0.714226426,-0.69996316,1.4141895864461655,,,,,,
2023-12-31,603605.0,3.6521,-0.720131075,-0.694002024,1.4141330998990589,,,,,,
2023-12-31,605499.0,13.3185,-0.7134854,-0.700708924,1.4141943244196715,,,,,,
2023-12-31,688363.0,1.412,-0.721021048,-0.693100641,1.4141216886453205,,,,,,
2023-12-31,568.0,0.0911,-0.708546306,-0.705666279,1.414212585,,,,,,
2023-12-31,596.0,0.2158,-0.709111201,-0.705100465,1.4142116666181117,,,,,,
2023-12-31,729.0,0.5666,-0.709136461,-0.705075157,1.4142116185126377,,,,,,
2024-03-31,858.0,0.4463,-0.709019065,-0.705192772,1.4142118369707684,,,,,,
2024-03-31,876.0,1.9814,-0.709461871,-0.704749074,1.4142109448436635,,,,,,
2024-03-31,895.0,1.4936,-0.711771073,-0.702432211,1.414203284028687,,,,,,
2024-03-31,998.0,0.2914,-0.707784624,-0.706428722,1.4142133457075017,,,,,,
2024-03-31,2299.0,1.1943,-0.709837827,-0.704372215,1.4142100418126822,,,,,,
2024-03-31,2304.0,0.2155,-0.709729579,-0.704480736,1.4142103155286003,,,,,,
2024-03-31,2311.0,2.0272,-0.712621259,-0.70157793,1.414199189751513,,,,,,
2024-03-31,2385.0,1.4654,-0.709275987,-0.704935355,1.4142113419282027,,,,,,
2024-03-31,2507.0,0.5827,-0.709758518,-0.704451726,1.4142102434406794,,,,,,
2024-03-31,2557.0,0.9386,-0.708741926,-0.705470375,1.4142123010068777,,,,,,
2024-03-31,2568.0,0.3091,-0.708776427,-0.70543582,1.4142122471941485,,,,,,
2024-03-31,2714.0,0.6628,-0.708692782,-0.705519593,1.4142123757142844,,,,,,
2024-03-31,300146.0,0.9203,-0.71009852,-0.704110817,1.4142093370986053,,,,,,
2024-03-31,300498.0,1.0512,-0.70960535,-0.704605266,1.414210615993929,,,,,,
2024-03-31,300765.0,1.15,-0.708162478,-0.706050559,1.4142130367333223,,,,,,
2024-03-31,300957.0,0.353,-0.708937537,-0.705274444,1.4142119810154468,,,,,,
2024-03-31,300999.0,1.2707,-0.708896972,-0.705315078,1.4142120503461089,,,,,,
2024-03-31,301498.0,0.958,-0.711990319,-0.702211975,1.4142022938719998,,,,,,
2024-03-31,600132.0,1.1495,-0.709939104,-0.704270672,1.4142097756787138,,,,,,
2024-03-31,600298.0,0.6342,-0.709374015,-0.704837122,1.4142111365947116,,,,,,
2024-03-31,600299.0,1.2113,-0.711851649,-0.702351276,1.414202925433654,,,,,,
2024-03-31,600519.0,0.083478,-0.708979514,-0.705232394,1.414211907634784,,,,,,
2024-03-31,600598.0,0.4476,-0.708130624,-0.706082444,1.4142130679829923,,,,,,
2024-03-31,600600.0,1.9995,-0.70923487,-0.704976555,1.4142114253481242,,,,,,
2024-03-31,600737.0,0.7072,-0.70963756,-0.704572979,1.4142105394902635,,,,,,
2024-03-31,600809.0,0.3071,-0.71032145,-0.703887234,1.4142086834299197,,,,,,
2024-03-31,600872.0,0.5914,-0.710513763,-0.703694318,1.4142080817155178,,,,,,
2024-03-31,600873.0,1.7176,-0.711689525,-0.702514116,1.4142036406723195,,,,,,
2024-03-31,600887.0,1.6994,-0.708979534,-0.705232374,1.4142119075994617,,,,,,
2024-03-31,601118.0,1.7041,-0.709413427,-0.704797625,1.4142110514785844,,,,,,
2024-03-31,603156.0,1.7589,-0.709429872,-0.704781144,1.4142110155282213,,,,,,
2024-03-31,603288.0,2.0888,-0.70932715,-0.704884086,1.4142112358931551,,,,,,
2024-03-31,603345.0,0.8348,-0.710045513,-0.704163972,1.4142094855986949,,,,,,
2024-03-31,603369.0,0.2568,-0.709595685,-0.704614954,1.4142106387569602,,,,,,
2024-03-31,603589.0,0.083478,-0.709051697,-0.70516008,1.4142117775541858,,,,,,
2024-03-31,603605.0,0.7001,-0.709537739,-0.704673034,1.4142107733813645,,,,,,
2024-03-31,605499.0,3.9206,-0.708907945,-0.705304087,1.4142120317457356,,,,,,
2024-03-31,688363.0,0.2878,-0.711182189,-0.703023529,1.4142057177390943,,,,,,
2024-03-31,568.0,0.1612,-0.709454691,-0.70475627,1.4142109607880742,,,,,,
2024-03-31,596.0,0.3541,-0.710759766,-0.703447495,1.414207260939612,,,,,,
2024-03-31,729.0,1.1856,-0.71142092,-0.702783851,1.414204770774505,,,,,,
2024-03-31,858.0,0.6699,-0.709633139,-0.704577411,1.4142105500491498,,,,,,
2024-06-30,876.0,4.0926,-0.712191522,-0.702009824,1.4142013450501436,,,,,,
2024-06-30,895.0,2.9348,-0.717603676,-0.696557685,1.4141613611667003,,,,,,
2024-06-30,998.0,0.4052,-0.707941822,-0.706271411,1.414213233536218,,,,,,
2024-06-30,2299.0,2.4938,-0.713383792,-0.700811141,1.414194933341156,,,,,,
2024-06-30,2304.0,0.3051,-0.711134836,-0.703071063,1.4142058991501942,,,,,,
2024-06-30,2311.0,4.2989,-0.718244973,-0.695909796,1.414154769921016,,,,,,
2024-06-30,2385.0,2.824,-0.71141707,-0.702787717,1.4142047864745746,,,,,,
2024-06-30,2507.0,1.1176,-0.708972014,-0.705239907,1.4142119208689703,,,,,,
2024-06-30,2557.0,1.6559,-0.709798219,-0.704411924,1.4142101432507774,,,,,,
2024-06-30,2568.0,0.5741,-0.710321149,-0.703887535,1.4142086843422617,,,,,,
2024-06-30,2714.0,1.2818,-0.710772809,-0.703434407,1.4142072158227168,,,,,,
2024-06-30,300146.0,1.735,-0.71243294,-0.701767216,1.414200155839742,,,,,,
2024-06-30,300498.0,2.1215,-0.713344464,-0.700850703,1.4141951663908787,,,,,,
2024-06-30,300765.0,2.0829,-0.708974632,-0.705237285,1.4142119162554965,,,,,,
2024-06-30,300957.0,0.9244,-0.711262195,-0.702943211,1.414205406402799,,,,,,
2024-06-30,300999.0,2.2797,-0.710810535,-0.703396549,1.4142070844131798,,,,,,
2024-06-30,301498.0,2.0587,-0.717366613,-0.696797085,1.4141636980302192,,,,,,
2024-06-30,600132.0,2.3516,-0.712267913,-0.701933062,1.4142009747400617,,,,,,
2024-06-30,600298.0,1.3381,-0.711798592,-0.70240457,1.4142031622487514,,,,,,
2024-06-30,600299.0,2.5168,-0.717067654,-0.697098914,1.4141665683878957,,,,,,
2024-06-30,600519.0,0.1433,-0.710313444,-0.703895264,1.414208707719682,,,,,,
2024-06-30,600598.0,9.2887,-0.711883193,-0.702319591,1.414202783374886,,,,,,
2024-06-30,600600.0,4.0745,-0.71097043,-0.703236083,1.4142065124854784,,,,,,
2024-06-30,600737.0,1.6702,-0.713121203,-0.701075259,1.4141964615102476,,,,,,
2024-06-30,600809.0,0.4576,-0.711267133,-0.702938254,1.4142053869915936,,,,,,
2024-06-30,600872.0,1.0387,-0.712469904,-0.701730065,1.4141999688698632,,,,,,
2024-06-30,600873.0,3.7509,-0.71633027,-0.697843013,1.4141732827954143,,,,,,
2024-06-30,600887.0,3.2807,-0.710595023,-0.703612794,1.4142078169399357,,,,,,
2024-06-30,601118.0,3.7232,-0.711941703,-0.702260814,1.4142025173671953,,,,,,
2024-06-30,603156.0,1.8845,-0.710086751,-0.704122619,1.41420937,,,,,,
2024-06-30,603288.0,3.977,-0.711129764,-0.703076155,1.4142059184549285,,,,,,
2024-06-30,603345.0,1.6995,-0.71329028,-0.700905205,1.414195485060988,,,,,,
2024-06-30,603369.0,0.3989999999999999,-0.711295545,-0.70290973,1.4142052748351652,,,,,,
2024-06-30,603589.0,0.1449,-0.710349297,-0.703859302,1.4142085984706272,,,,,,
2024-06-30,603605.0,1.8931,-0.713199262,-0.700996752,1.414196014085931,,,,,,
2024-06-30,605499.0,8.5068,-0.710296751,-0.703912007,1.4142087581689904,,,,,,
2024-06-30,688363.0,0.6152,-0.715130238,-0.699052862,1.4141830996476985,,,,,,
2024-06-30,568.0,0.235,-0.711048651,-0.703157573,1.4142062238695077,,,,,,
2024-06-30,596.0,0.4987,-0.71211763,-0.702084068,1.4142016979722791,,,,,,
2024-06-30,729.0,1.8298,-0.714178677,-0.700011231,1.4141899075052562,,,,,,
2024-06-30,858.0,0.8922,-0.710938301,-0.703268328,1.414206629351663,,,,,,
2024-06-30,876.0,6.5002,-0.715713353,-0.698465148,1.4141785011568226,,,,,,
2024-09-30,895.0,4.9578,-0.721958386,-0.69215046,1.4141088463027625,9385767.226,16.05470497490112,1.5659973890771193,-0.007042798539064532,0.007109754097106458,-6.695523064292885e-05
2024-09-30,998.0,0.4468,-0.707911836,-0.70630142,1.4142132567333516,1502663.11,14.22274949856761,-3.273459069223477,0.007622020325641854,-0.007664010287368961,4.199073405697362e-05
2024-09-30,2299.0,3.9699,-0.717495625,-0.696666808,1.414162432962358,1724596.2092,14.360503499423029,0.2743392336677397,-0.002008259438363025,0.0020174335253143605,-9.17408669320885e-06
2024-09-30,2304.0,0.3846,-0.711849579,-0.702353356,1.4142029347257374,14942428.689,16.519715287308443,-2.92382960199351,0.002909071569377142,-0.0029350537478400884,2.5981925196427724e-05
2024-09-30,2311.0,7.3802,-0.725079269,-0.688980712,1.414059982,7989327.3559,15.893617128453958,3.9595154952741107,-0.010109315807349195,0.010224737547231189,-0.00011542071398440434
2024-09-30,2385.0,4.1515,-0.713925277,-0.700266298,1.414191574984316,2066739.0634,14.54148259141107,0.48838748492099704,0.0015010097094571018,-0.0015205295579866496,1.951986932868799e-05
2024-09-30,2507.0,1.7236,-0.709918046,-0.704291786,1.4142098318146088,1804729.3598,14.405921199338142,-1.9638176989646332,0.005553991487277754,-0.005592103956067462,3.8112320942973454e-05
2024-09-30,2557.0,2.9434,-0.71149627,-0.702708191,1.4142044606612552,1699978.8695,14.346126379243312,-0.7547384807122204,0.0039959477132782695,-0.004028837220921733,3.288920691102426e-05
2024-09-30,2568.0,0.8243,-0.711631548,-0.702572343,1.4142038903927243,2418795.4413,14.69878022268453,-2.810610179632207,0.0037416521420351456,-0.0037730985561459374,3.1445842086696985e-05
2024-09-30,2714.0,1.9556,-0.71389511,-0.70029666,1.4141917694295516,25310049.6319,17.046712093479478,-1.2583428599701185,0.0006856837812266869,-0.0006991962312377087,1.35118964330605e-05
2024-09-30,300146.0,2.2239,-0.713564591,-0.700629252,1.414193843030254,2534259.6922,14.745412117721894,-1.4026494158005045,0.0017928712874986097,-0.0018141542512698505,2.1283028911911472e-05
2024-09-30,300498.0,3.182,-0.717916199,-0.696241999,1.4141581982504456,13398973.0576,16.4106886244918,-0.14597729951766558,-0.003120752890603873,0.003139237786047855,-1.8484623148573576e-05
2024-09-30,300765.0,3.0944,-0.709952885,-0.704256853,1.4142097387136687,4340192.197,15.283429190119076,-0.43568681919935104,0.0052230012563991846,-0.005258847207957329,3.584669590162015e-05
2024-09-30,300957.0,1.1653,-0.712923408,-0.701274161,1.4141975693011102,2644111.2,14.787845536557976,-2.4536414085947946,0.00241973338176249,-0.0024446372896999025,2.4904243602019704e-05
2024-09-30,300999.0,3.8065,-0.71294869,-0.70124874,1.414197429779404,19241228.3613,16.772565845306296,0.5434046868755198,0.0017246257293914713,-0.0017444769053563958,1.9850974385615672e-05
2024-09-30,301498.0,3.0347,-0.722935461,-0.691159098,1.4140945586923417,2455473.141,14.71383002609984,-0.5975118579798671,-0.007567340034283165,0.007645262880183301,-7.792311842447219e-05
2024-09-30,600132.0,3.5513,-0.71533768,-0.698843821,1.414181500920542,3394090.0116,15.037546245226054,-0.02287186508579353,-7.881041177126846e-05,7.059270799614215e-05,8.217656916720273e-06
2024-09-30,600298.0,2.1393,-0.714183878,-0.700005995,1.4141898726386506,3163695.3351,14.967251312177774,-1.4474752416655159,0.0010987155100226076,-0.0011154792486270937,1.6763410404907475e-05
2024-09-30,600299.0,3.8459,-0.722200153,-0.691905244,1.4141053966524273,3027866.5372,14.923368816346162,0.2512569420319344,-0.006902749533497121,0.006970353151462327,-6.760393204441328e-05
2024-09-30,600519.0,0.2161,-0.712068782,-0.702133146,1.4142019284308276,219583375.44,19.207242560908835,-2.6104752658609764,0.0017828517462160631,-0.0018011731968800015,1.83218814480135e-05
2024-09-30,600598.0,14.2438,-0.715183524,-0.698999169,1.4141826928954553,2641632.3448,14.786907596470373,10.624690425484554,0.00015993392829471986,-0.00016996415836600942,1.0030160088270179e-05
2024-09-30,600600.0,6.06,-0.713363896,-0.700831155,1.414195051422977,10688481.834,16.184677255516362,2.691500485423966,0.0015078269590861337,-0.0015267546181976233,1.8928105707471943e-05
2024-09-30,600737.0,2.6018,-0.71624418,-0.697929853,1.4141740328336805,2196597.1302,14.602419961861887,-1.0503868822593208,-0.0008384591172420075,0.0008366321362700546,1.826850658526169e-06
