trade_date,stock_code,NetProfit_Growth,NetAsset_Growth,Revenue_Growth,ROE,ROA,total_mv,log_mv,NetProfit_Growth_neutral,NetAsset_Growth_neutral,Revenue_Growth_neutral,ROE_neutral,ROA_neutral
2023-06-30,605499,46.8429,-0.284634856,0.1480939685863508,1.4624959397706017,-1.325955053,6916172.9,15.749373125472824,50.126036126168415,-0.02303702387183887,-0.47388714752728156,0.03729037776170219,-1.5120479300856173
2023-06-30,688363,-9.7144,0.5449385549387249,-1.684845308,0.8975541664855343,0.2423525869535394,4294643.2057,15.272879037935851,-1.7000249849319733,0.7142193712833649,-2.507972040597597,-0.5042526885771957,-0.02688171656860666
2023-06-30,568,27.75,-0.369037407,0.5349125151136279,1.2519637002480253,-1.417838808,30848447.6749,17.244596988569914,16.186653297256555,0.1822483951991889,0.5441201872572335,-0.24666628801634882,-1.3430364335570597
2023-06-30,596,44.1871,-1.070731976,1.085005814,0.908339336529884,-0.922613174,13076506.8,16.386327804105143,41.1457405556374,-0.6857291391536531,0.7319066102897458,-0.5481445062659784,-0.9975665386718294
2023-06-30,729,47.4572,-1.037669759,-0.849767587,1.4019362265107282,0.4855011191842482,3514718.5582,15.07247001123033,57.4614905368679,-0.9072166296412942,-1.7574943141830617,0.009970652185580908,0.18129829708681
2023-06-30,858,12.2583,-0.553246622,-1.2492425,1.4056391655919087,0.3968499561073437,63491462.1378,17.966416000300267,-6.47218322840026,0.13788598804355,-0.9353285704191865,-0.12843644931382792,0.597599459452719
2023-06-30,876,,-1.272057796,0.1985267439041226,1.4765052867365265,-0.402974235,5300758.9514,15.4833605666478,,-1.0619978239082637,-0.5357480218829379,0.06436253090035726,-0.635482511917892
2023-06-30,895,3.7893,-1.095893958,-0.738536491,1.451543189588902,0.3828872593815284,8484955.3106,15.953805189765644,5.042574774226298,-0.7946890067079226,-1.27421934092984,0.01629879165757986,0.23246486358672142
2023-06-30,998,,-1.006467293,1.6395321034022443,-0.094527289,-0.538537522,2021549.4074,14.51937480872397,,-0.9831720484400384,0.49832362189661183,-1.459332583910821,-0.9392475732412021
2023-06-30,2299,,-1.139113108,-0.48772015,1.5688162447292318,0.0580170127163534,2381569.9757,14.68327048182728,,-1.0840643541385089,-1.5597422615848058,0.19596269292499824,-0.3140955797000803
2023-06-30,2304,14.111,-1.272364217,-0.600341694,1.3018426507444956,0.5708632602320198,19794287.38,16.800903937874352,6.9532018047655235,-0.807040485339457,-0.7784331186261629,-0.174999357482305,0.5682475216287168
2023-06-30,2311,14.4603,-0.439373131,-0.709487738,1.7241342557798722,-0.575273386,7793004.8595,15.86873707639794,16.558239118858648,-0.15464946367313326,-1.281080956083457,0.29306721053186124,-0.7405389550358737
2023-06-30,2385,,-1.427355658,0.2693445949197175,1.3599070950040784,-0.201896032,2731018.523,14.820185182930095,,-1.3457807478790695,-0.7448808038005115,-0.019669786745940554,-0.5501189606250954
2023-06-30,2507,-8.87,-0.104522674,-1.59354801,0.9121135770813084,0.7859571067915178,2112825.7403,14.56353682291811,6.187626045900037,-0.07267138337771235,-2.716114086903783,-0.454860336612639,0.3929526975518566
2023-06-30,2557,-23.9684,-0.427986081,-1.33082111,1.3789242251036482,0.3798829663175814,2106594.6105,14.560583272993382,-8.881447356709398,-0.39670701765639227,-2.4546339885661,0.01209534835968018,-0.013636795284713565
2023-06-30,2568,99.2525,-0.654134197,1.6830665642685347,-0.19039483,-0.838537537,3817331.4364,15.155062159605608,108.436710719444,-0.5076794825963088,0.8102050096788083,-1.5864161723324215,-1.1283292064557062
2023-06-30,2714,,0.1914716654850305,-0.769525719,1.5547472811552945,-0.976693227,23055120.4787,16.95339844931738,,0.6863400202332505,-0.8832436218618478,0.07041688119923073,-0.952700846978681
2023-09-30,300146,28.7404,-0.727989261,1.7042995213983163,-0.27743741,-0.69887285,,,,,,,
2023-09-30,300498,-530.50268,-0.142971608,1.6099957491245454,-1.12809596,-0.338928181,,,,,,,
2023-09-30,300765,26.0442,1.6409474128361925,-0.02591128,-0.772522789,-0.842513343,,,,,,,
2023-09-30,300957,9.6167,0.7239904055848594,1.2294058580505507,-0.80859006,-1.144806203,,,,,,,
2023-09-30,300999,-15.4896,1.2595811994341155,-1.221143215,0.6595761578061506,-0.698014142,,,,,,,
2023-09-30,300999,-15.4896,1.2595811994341155,-1.221143215,0.6595761578061506,-0.698014142,,,,,,,
2023-09-30,301498,46.3891,1.7080828466465712,-0.299026693,-0.691950249,-0.717105905,,,,,,,
2023-09-30,600132,12.8173,-0.625713996,-0.862756502,1.6813481027595132,-0.192877604,,,,,,,
2023-09-30,600298,3.5852,1.5254588341517288,-0.44364552,0.1265489498301547,-1.208362264,,,,,,,
2023-09-30,600299,-103.0351,0.900311777,-1.695131614,0.3904017127440151,0.4044181243104586,,,,,,,
2023-09-30,600519,18.3814,-1.656743809,0.1651613361503599,0.9861165879382692,0.5054658845795222,,,,,,,
2023-09-30,600598,0.0306,-1.659068004,0.5263397018868291,0.9719027878123184,0.1608255146617666,,,,,,,
2023-09-30,600600,14.4943,-0.645924858,-0.930936013,1.6465953714352384,-0.069734501,,,,,,,
2023-09-30,600737,85.0941,-0.952730309,1.5591169255833168,0.1854819450314037,-0.791868562,,,,,,,
2023-09-30,600809,32.1481,0.7440216179158933,-1.117130247,1.218263289658022,-0.84515466,,,,,,,
2023-09-30,600872,-376.9311,-1.567239565,1.0382366575926307,-0.139170908,0.6681738154781588,,,,,,,
2023-09-30,600873,-37.2582,0.6491114308627642,-1.61930047,0.9779874852424134,-0.007798446,,,,,,,
2023-09-30,600887,16.3559,-0.176997796,-0.991504754,1.6573055602584523,-0.48880301,,,,,,,
2023-09-30,601118,,-0.363858875,1.7172425056003655,-0.714515553,-0.638868077,,,,,,,
2023-09-30,603156,27.9951,-1.706687376,0.4252793685172253,0.847286213,0.4341217944686735,,,,,,,
2023-09-30,603288,-7.1221,0.2006998756344484,-1.668130668,0.9577500695684944,0.509680723,,,,,,,
2023-09-30,603345,63.6279,-0.439059889,1.7166970290150585,-0.490495622,-0.787141518,,,,,,,
2023-09-30,603369,26.6285,-0.060307328,1.4404632392026495,0.00598724,-1.386143151,,,,,,,
2023-09-30,603589,12.2237,-1.185821391,1.4549011688896694,0.3349748892166114,-0.604054667,,,,,,,
2023-09-30,603605,53.6963,0.336984317,1.3671263153866018,-0.320354891,-1.383755741,,,,,,,
2023-09-30,605499,42.05,0.1430236695524066,0.9225351206380744,0.598760576,-1.664319366,,,,,,,
2023-09-30,688363,-23.9937,1.1120667943128064,-1.614339525,0.3757886752791504,0.1264840549108901,,,,,,,
2023-09-30,568,28.1995,-0.362749786,0.6295541496273985,1.1774147164697706,-1.44421908,,,,,,,
2023-09-30,596,44.3765,-0.484531264,1.5170171801315635,0.1659867485806781,-1.198472665,,,,,,,
2023-09-30,729,41.6458,-1.190062485,1.3573676869657951,0.519385013,-0.686690215,,,,,,,
2023-09-30,858,13.7132,-0.574920074,-1.152780453,1.515037478866292,0.2126630486391698,,,,,,,
2023-09-30,876,,-0.75704873,1.5588132637838228,-0.982072961,0.1803084269738748,,,,,,,
2023-09-30,895,6.244,-1.144522192,-0.587228631,1.5161642056189857,0.2155866170380758,,,,,,,
2023-09-30,998,,-0.557110881,1.7275682585067471,-0.685603342,-0.484854035,,,,,,,
2023-09-30,2299,272.1156,-0.102948954,1.5351854699494982,-0.165229718,-1.267006798,,,,,,,
2023-09-30,2304,12.5833,-1.380593469,-0.252024211,1.4069547684875392,0.2256629118175168,,,,,,,
2023-09-30,2311,4.3102,1.247419167556726,-0.063263095,0.3403463306501266,-1.524502403,,,,,,,
2023-09-30,2385,,-0.451214559,1.6254295042084803,-1.069286889,-0.104928056,,,,,,,
2023-09-30,2507,-5.337,0.4524672279938532,-1.726215625,0.6828934100598899,0.5908549866214786,,,,,,,
2023-09-30,2557,-19.3601,0.6932968984781986,-1.508665583,1.0825378532626846,-0.267169168,,,,,,,
2023-09-30,2568,118.5715,-0.756826611,1.6966430014375928,-0.238619866,-0.701196524,,,,,,,
2023-09-30,2714,-192.0035,1.5103146889919312,0.2690455095966583,-1.067869178,-0.71149102,,,,,,,
2023-12-31,300146,26.0397,-1.458711067,0.7335964088224083,1.094371068770727,-0.369256411,,,,,,,
2023-12-31,300498,-213.2495,-1.381837751,-0.223030919,1.416022110368336,0.1888465594243044,,,,,,,
2023-12-31,300765,3.9506,0.7228953831224885,-1.72084026,0.5943246199123371,0.4036202567196398,,,,,,,
2023-12-31,300957,-27.7228,-1.365466751,-0.319706135,1.3963845602570724,0.2887883266464822,,,,,,,
2023-12-31,300999,-10.8814,-0.640178834,-1.048905081,1.5737425320928042,0.1153413827990986,,,,,,,
2023-12-31,300999,-10.8814,-0.640178834,-1.048905081,1.5737425320928042,0.1153413827990986,,,,,,,
2023-12-31,301498,61.9923,1.727273968182306,-0.461343513,-0.598347001,-0.667583454,,,,,,,
2023-12-31,600132,4.8192,-0.899491014,-0.812969544,1.585523037503946,0.1269375203082884,,,,,,,
2023-12-31,600298,-2.7562,-0.762063186,-1.010831246,1.5290600687973197,0.2438343640896722,,,,,,,
2023-12-31,600299,-95.7851,-0.804493541,-1.130979225,1.2844765910357652,0.6509961757157781,,,,,,,
2023-12-31,600519,18.5794,-1.339606993,-0.529537416,1.2330624208736118,0.6360819879677748,,,,,,,
2023-12-31,600598,14.5869,-1.234679402,-0.707668525,1.181428924890168,0.7609190023937931,,,,,,,
2023-12-31,600600,14.2843,-0.853463717,-0.964178685,1.4962082946373243,0.3214341076937224,,,,,,,
2023-12-31,600737,171.1343,-1.235570616,-0.348127896,1.5328356702133343,0.050862842,,,,,,,
2023-12-31,600809,28.2159,-0.110231304,-1.136698715,1.6028392623755758,-0.355909244,,,,,,,
2023-12-31,600872,,0.5721211701323471,-1.700611696,0.8324353006529238,0.2960552252057969,,,,,,,
2023-12-31,600873,-27.8093,-0.871133817,-0.982672084,1.4547207641150708,0.3990851369883205,,,,,,,
2023-12-31,600887,10.3679,-0.735079867,-0.89030591,1.633081063230702,-0.007695287,,,,,,,
2023-12-31,601118,189.8986,-0.608856333,1.7091593196321102,-0.323507439,-0.776795547,,,,,,,
2023-12-31,603156,-0.462,-1.370367868,-0.460761624,1.2570856252620866,0.5740438674130709,,,,,,,
2023-12-31,603288,-9.0434,-0.58121647,-1.310297121,1.2253967765640588,0.6661168142615556,,,,,,,
2023-12-31,603345,34.3315,-1.443650004,-0.151445758,1.3546715663926343,0.2404241964363282,,,,,,,
2023-12-31,603369,25.3019,-0.870899698,0.6968855795481262,1.2576358962863703,-1.083621778,,,,,,,
2023-12-31,603589,11.0379,-1.299853365,-0.534201468,1.3312323512894448,0.502822482,,,,,,,
2023-12-31,603605,48.0606,-0.811538863,1.1885936333372402,0.775206162,-1.152260932,,,,,,,
2023-12-31,605499,41.5997,-0.65493737,0.043616229,1.6061023987671013,-0.994781258,,,,,,,
2023-12-31,688363,-39.3849,-0.440198214,-1.419047153,1.1086953541919478,0.7505500128184752,,,,,,,
2023-12-31,568,27.6456,-0.741545757,-0.824599553,1.661633950820713,-0.09548864,,,,,,,
2023-12-31,596,45.3417,-1.081045311,-0.179356007,1.6314165988591427,-0.371015281,,,,,,,
2023-12-31,729,55.6774,-1.011284657,-0.909011344,1.3520876344144894,0.5682083665907792,,,,,,,
2023-12-31,858,12.6924,-0.903163929,-1.013328612,1.358863425922649,0.5576291154813958,,,,,,,
2023-12-31,876,,-1.35178884,-0.275816113,1.4351089470772316,0.1924960067234221,,,,,,,
2023-12-31,895,-10.7667,-0.948656851,-0.93725396,1.413739538713516,0.4721712722231241,,,,,,,
2023-12-31,998,,0.4978661150311633,1.3924451992789049,-0.829857639,-1.060453675,,,,,,,
2023-12-31,2299,53.4959,-0.966156969,-0.741031221,1.5816626635511164,0.125525527321457,,,,,,,
2023-12-31,2304,6.7243,-0.980199566,-0.927448844,1.377785421720108,0.5298629875803682,,,,,,,
2023-12-31,2311,-9.2569,-0.906351279,-0.720419712,1.6307993653596695,-0.004028374,,,,,,,
2023-12-31,2385,-530.50268,-1.528284612,-0.020017009,1.2565026061394742,0.2917990151680211,,,,,,,
2023-12-31,2507,-8.0343,-0.406463297,-1.450331622,0.9895615389214004,0.8672333798953122,,,,,,,
2023-12-31,2557,-17.9133,-0.697759874,-1.140179992,1.4308826546185087,0.4070572112194501,,,,,,,
2023-12-31,2568,54.8839,-1.443699729,0.2182431101198135,1.3601335125925624,-0.134676894,,,,,,,
2023-12-31,2714,-127.9097,-1.00628138,-0.815693953,1.4864197233650094,0.3355556088720112,,,,,,,
2024-03-31,300146,-31.5226,0.7604834455896422,-1.719861722,0.5217441510364883,0.4376341252234086,,,,,,,
2024-03-31,300498,,-1.35662321,1.4534453984195963,-0.193983537,0.097161348,,,,,,,
2024-03-31,300765,-83.5313,1.3129129395101604,-1.502739776,0.097712218,0.092114618,,,,,,,
2024-03-31,300957,11.2387,-0.342412806,1.714756827,-0.667484585,-0.704859436,,,,,,,
2024-03-31,300999,5.8601,0.9646735409368546,-1.675294584,0.4270805772224019,0.2835404661028407,,,,,,,
2024-03-31,300999,5.8601,0.9646735409368546,-1.675294584,0.4270805772224019,0.2835404661028407,,,,,,,
2024-03-31,301498,73.5798,1.7071317425627477,-0.29310212,-0.701892582,-0.71213704,,,,,,,
2024-03-31,600132,16.0306,-0.950370971,-0.34481078,1.6817941098424602,-0.386612359,,,,,,,
2024-03-31,600298,-10.6266,1.6706174086171597,-0.495186125,-0.218250607,-0.957180677,,,,,,,
2024-03-31,600299,419.26598000003344,-0.706543363,1.7245740999207049,-0.444025526,-0.574005211,,,,,,,
2024-03-31,600519,15.5989,-0.504572704,1.717643022949624,-0.434286745,-0.778783574,,,,,,,
2024-03-31,600598,3.8395,-0.646200543,1.5244941581886673,0.2213993991000731,-1.099693015,,,,,,,
2024-03-31,600600,10.192,0.9836600557888208,-1.645347464,0.5614185348894911,0.1002688730580676,,,,,,,
2024-03-31,600737,60.7364,-0.207917042,1.6898670462094352,-0.702039401,-0.779910603,,,,,,,
2024-03-31,600809,29.6566,1.5141597943367835,0.091858012,-0.350661898,-1.255355908,,,,,,,
2024-03-31,600872,64.1075,1.7239769562523024,-0.420176202,-0.625374822,-0.678425933,,,,,,,
2024-03-31,600873,-6.13,1.4109108623275486,-1.407261139,0.1184663791579506,-0.122116103,,,,,,,
2024-03-31,600887,64.653,0.8685440909613193,-1.530409767,0.9159302831073824,-0.254064607,,,,,,,
2024-03-31,601118,,-0.914590078,1.6910728257642442,-0.422409765,-0.354072982,,,,,,,
2024-03-31,603156,19.9638,-1.653755807,0.1158464124248878,0.954815785073628,0.583093609,,,,,,,
2024-03-31,603288,11.857,0.036311115,1.5865876566988275,-0.524638561,-1.098260211,,,,,,,
2024-03-31,603345,18.986,0.048633635,1.614480751372304,-0.767870685,-0.895243701,,,,,,,
2024-03-31,603369,22.1156,0.7834933680588576,1.163408921040663,-0.711340898,-1.235561391,,,,,,,
2024-03-31,603589,10.0172,0.648295857,1.2765094155108478,-0.74127086,-1.183534413,,,,,,,
2024-03-31,603605,41.7753,0.3196169169165765,1.4926773817222931,-0.788771794,-1.023522505,,,,,,,
2024-03-31,605499,33.5099,0.428361647121206,1.424329364210666,-0.737189261,-1.11550175,,,,,,,
2024-03-31,688363,21.1051,-1.04393092,1.560298440251633,0.1555548673310233,-0.671922388,,,,,,,
2024-03-31,568,23.0123,1.069707778806454,0.8971341202384386,-0.741923423,-1.224918476,,,,,,,
2024-03-31,596,33.1019,0.3831038728408568,1.4456666869634816,-0.700986155,-1.127784404,,,,,,,
2024-03-31,729,43.9354,1.632643141,-0.017492326,-0.685480532,-0.929670282,,,,,,,
2024-03-31,858,11.6659,1.2628679717788365,0.5513640532324524,-0.429914144,-1.384317881,,,,,,,
2024-03-31,876,,-0.32850576,-1.467362984,0.6465804727154189,1.1492882713658503,,,,,,,
2024-03-31,895,-14.5359,-0.661600957,-1.267145236,1.1841413696412786,0.7446048228215303,,,,,,,
2024-03-31,998,-64.9779,0.5961562005400378,1.3344804850531224,-0.958969576,-0.97166711,,,,,,,
2024-03-31,2299,-182.4834,1.0532535032882118,-1.645758685,0.2387886313132007,0.35371655,,,,,,,
2024-03-31,2304,4.7858,-0.025752691,-0.979859838,1.628324637973803,-0.622712108,,,,,,,
2024-03-31,2311,106.6351,1.4387988743706974,-1.292730287,0.2791291548056303,-0.425197743,,,,,,,
2024-03-31,2385,,-1.501480519,-0.306616314,0.8120277397113292,0.9960690928142564,,,,,,,
2024-03-31,2507,3.9313,1.2705895198799957,-1.532332641,0.1715177074764249,0.090225414,,,,,,,
2024-03-31,2557,35.2284,-0.568379418,1.730572814097364,-0.52314919,-0.639044206,,,,,,,
2024-03-31,2568,-10.3569,0.834721833,0.9369664808272488,-0.231667753,-1.540020561,,,,,,,
2024-03-31,2714,,-1.507333784,1.2950320237919744,-0.012804785,0.2251065459839352,,,,,,,
2024-06-30,300146,-43.8108,-0.508227738,-1.388891476,1.0296594792628262,0.867459735,,,,,,,
2024-06-30,300498,,-1.061016777,-0.549770896,1.6037286334740204,0.00705904,,,,,,,
2024-06-30,300765,-92.9145,0.086865145,-1.657098266,0.8677717323080237,0.7024613889735923,,,,,,,
2024-06-30,300957,7.9426,-0.86774984,1.6736874247982725,-0.156988179,-0.648949405,,,,,,,
2024-06-30,300999,29.5685,-0.487760478,-1.248330169,1.4582809283575529,0.2778097182828894,,,,,,,
2024-06-30,300999,29.5685,-0.487760478,-1.248330169,1.4582809283575529,0.2778097182828894,,,,,,,
2024-06-30,301498,49.1433,1.7314178023078006,-0.58113512,-0.537067456,-0.613215227,,,,,,,
2024-06-30,600132,3.2618,-0.847593422,-0.789693847,1.6303129691412497,0.0069743,,,,,,,
2024-06-30,600298,1.596,-0.874273989,-0.882019176,1.5546834717531837,0.201609693049301,,,,,,,
2024-06-30,600299,419.26598000003344,-1.201630318,-0.695148188,1.318503577143771,0.5782749286327035,,,,,,,
2024-06-30,600519,15.6567,-1.550477793,-0.053301767,1.193759079144152,0.4100204809520351,,,,,,,
2024-06-30,600598,2.9296,-0.967251497,-0.9295992,1.3963363804028104,0.5005143167886812,,,,,,,
2024-06-30,600600,6.8896,-0.567179057,-1.233878083,1.417224506,0.3838326347594142,,,,,,,
2024-06-30,600737,10.8273,-1.118014309,-0.604408193,1.5325401951191977,0.1898823073578403,,,,,,,
2024-06-30,600809,24.0283,0.4814596615421576,-0.979524416,1.4076294303276486,-0.909564675,,,,,,,
2024-06-30,600872,,1.6528474691904378,-1.023805001,-0.209470414,-0.419572054,,,,,,,
2024-06-30,600873,7.5121,-0.886778139,-1.012564425,1.3881839548723982,0.5111586095322938,,,,,,,
2024-06-30,600887,19.9353,-0.509394113,-1.152898607,1.5486886574736134,0.1136040619532969,,,,,,,
2024-06-30,601118,,-1.396307517,1.074979166193834,0.809940371,-0.48861202,,,,,,,
2024-06-30,603156,12.9651,-1.133299933,-0.82868181,1.2092796562798367,0.7527020870366494,,,,,,,
2024-06-30,603288,11.6549,-1.090742668,-0.86341552,1.255850472151556,0.698307715,,,,,,,
2024-06-30,603345,8.7576,-1.217355701,-0.652364204,1.349914032617372,0.5198058731032452,,,,,,,
2024-06-30,603369,20.0762,-0.571119561,0.6408027675467972,1.2420229912601957,-1.311706198,,,,,,,
2024-06-30,603589,11.9067,-0.755447895,-1.102564804,1.422738936423192,0.4352737631041293,,,,,,,
2024-06-30,603605,37.0387,-0.572195438,1.6059995392457551,0.0117672226238421,-1.045571324,,,,,,,
2024-06-30,605499,56.1736,-0.263976106,0.9977824455345846,0.7875471179711162,-1.521353458,,,,,,,
2024-06-30,688363,-19.2279,-0.41450503,-1.437453601,1.0793372971909272,0.7726213335403226,,,,,,,
2024-06-30,568,12.9835,-0.12040473,-0.817242588,1.6684123400150992,-0.730765021,,,,,,,
2024-06-30,596,29.3489,-1.139340962,0.4262797341726648,1.4209458531686685,-0.707884625,,,,,,,
2024-06-30,729,43.301,-0.945421371,-0.941233116,1.4126491347376362,0.4740053525272453,,,,,,,
2024-06-30,858,11.4317,-0.784457158,-0.927728389,1.583470711475879,0.1287148357829531,,,,,,,
2024-06-30,876,,-0.534396228,-1.256594363,1.4110375488990767,0.3799530422267198,,,,,,,
2024-06-30,895,-18.8256,-0.838498999,-1.050838413,1.3962548716170438,0.493082540479631,,,,,,,
2024-06-30,998,,1.061345163660698,0.9039009327313644,-0.732209952,-1.233036145,,,,,,,
2024-06-30,2299,-79.3905,-0.844132215,-0.929338988,1.5391042835163966,0.2343669197056987,,,,,,,
2024-06-30,2304,0.9428,-0.91081602,-1.064201614,1.196723747997113,0.7782938861237387,,,,,,,
2024-06-30,2311,89.4521,-0.476232596,-1.151215934,1.5632607984626876,0.064187731,,,,,,,
2024-06-30,2385,,-0.963019069,-0.836309571,1.5138258609513675,0.2855027790487485,,,,,,,
2024-06-30,2507,-4.7431,-0.364114543,-1.473434921,0.9824776296336628,0.8550718342023956,,,,,,,
2024-06-30,2557,25.8719,-1.149979708,-0.64778258,1.4654276025330066,0.3323346849013607,,,,,,,
2024-06-30,2568,-8.7949,-0.68666502,-1.14579598,1.4342488698213982,0.3982121307271699,,,,,,,
2024-06-30,2714,,-1.095084576,-0.531753956,1.5863117862432805,0.040526747,,,,,,,
2024-09-30,300146,-55.3177,-0.192975472,-1.557682984,0.9199480240875424,0.8307104316601585,2534259.6922,14.745412117721894,-49.1571677254057,-0.058439100541343963,-1.164345346540764,0.3126312271975218,0.9101532197241512
2024-09-30,300498,,-0.398130815,1.0301233438828192,0.8199241711243502,-1.4519167,13398973.0576,16.4106886244918,,-0.06580374462853267,1.61950894230341,-0.13812605081200136,-1.4155791468384633
2024-09-30,300765,-107.9659,0.3804943299804411,-1.719898191,0.6604033526607229,0.6790005081276008,4340192.197,15.283429190119076,-104.8464280514796,0.5789328656405686,-1.2632214326337765,-0.06022830201305451,0.7445168688427829
2024-09-30,300957,-28.4147,-0.904502143,1.6847027604710327,-0.249929019,-0.530271598,2644111.2,14.787845536557976,-22.49401622305118,-0.7649258063855704,2.083035955848496,-0.8661829613216051,-0.451927187580325
2024-09-30,300999,-34.7094,0.7235454650543182,-1.71962262,0.6059625224145517,0.3901146324595007,19241228.3613,16.772565845306296,-40.007048314996325,1.0988539551086696,-1.0876343120770369,-0.42830473410226344,0.4170850910000284
